297	2540790
298	2547570
299	2559790
3	2545740
30	2572195
300	2562370
301	2552190
302	2573170
303	2568690
304	2545755
305	2573495
306	2562615
307	2573960
308	2571695
309	2553905
31	2572830
310	2558080
311	2565295
312	2579315
313	2571440
314	2559215
315	2592570
316	2552950
317	2556305
318	2542735
319	2552985
32	2566775
320	2583210
321	2576105
322	2587925
323	2552550
324	2552295
325	2590920
326	2574435
327	2564310
328	2561510
329	2563095
33	2551710
330	2545630
331	2563810
332	2575290
333	2543555
334	2553290
335	2561270
336	2568235
337	2552530
338	2575645
339	2566040
34	2561460
340	2563725
341	2533680
342	2559385
343	2582085
344	2543445
345	2572195
346	2547510
347	2582140
348	2557005
349	2575040
35	2572100
350	2570955
351	2560790
352	2573250
353	2572165
354	2577080
355	2544255
356	2552115
357	2550490
358	2553985
359	2566640
36	2541460
360	2565050
361	2557810
362	2551750
363	2576660
364	2564115
365	2551305
366	2558665
367	2586065
368	2553080
369	2564010
37	2560805
370	2569980
371	2567040
372	2560885
373	2567770
374	2541600
375	2556595
376	2572170
377	2566515
378	2569395
379	2550765
38	2566170
380	2558425
381	2546010
382	2563670
383	2579385
384	2561990
385	2573975
386	2563200
387	2569105
388	2578725
389	2568105
39	2527425
390	2562065
391	2567350
392	2562425
393	2555420
394	2575870
395	2546900
396	2567185
397	2562515
398	2552575
399	2567630
4	2543400
40	2566445
400	2552220
401	2549340
402	2547240
403	2568720
404	2562110
405	2558560
406	2575005
407	2583465
408	2560180
409	2559295
41	2585755
410	2566085
411	2567095
412	2556405
413	2574825
414	2584320
415	2548990
416	2540200
417	2554470
418	2569080
419	2560930
42	2567365
420	2551690
421	2595650
422	2548810
423	2563645
424	2554900
425	2556240
426	2581150
427	2584035
428	2567235
429	2551380
43	2542700
430	2551125
431	2571195
432	2561165
433	2554205
434	2546275
435	2556775
436	2575735
437	2554650
438	2575715
439	2569390
44	2543510
440	2566775
441	2545800
442	2575040
443	2542665
444	2553050
445	2536300
446	2562010
447	2569565
448	2582240
449	2557575
45	2556065
450	2559640
451	2560970
452	2575065
453	2550840
454	2570635
455	2558420
456	2583120
457	2559320
458	2580285
459	2581665
46	2578095
460	2561660
461	2552265
462	2562210
463	2557930
464	2580570
465	2536105
466	2542990
467	2546360
468	2561555
469	2577900
47	2551350
470	2549955
471	2569870
472	2572190
473	2580585
474	2550045
475	2533730
476	2552215
477	2564090
478	2558565
479	2575615
48	2564565
480	2562175
481	2589150
482	2574315
483	2561990
484	2550100
485	2552740
486	2564425
487	2567880
488	2560040
489	2560595
49	2562940
490	2582435
491	2546855
492	2553800
493	2577380
494	2537305
495	2554790
496	2564100
497	2575090
498	2561490
499	2581385
5	2569725
50	2541730
500	2550115
501	2555320
502	2533285
503	2549070
504	2557390
505	2557130
506	2552670
507	2560490
508	2558410
509	2556685
51	2551500
510	2556815
511	2548400
512	2555470
513	2584535
514	2589825
515	2563435
516	2561070
517	2591960
518	2567810
519	2579820
52	2543325
520	2553670
521	2572985
522	2560540
523	2549685
524	2556395
525	2561905
526	2559550
527	2569145
528	2567905
529	2559645
53	2569130
530	2567725
531	2554745
532	2577620
533	2566365
534	2548670
535	2557770
536	2574100
537	2537915
538	2569145
539	2590900
54	2560215
540	2551070
541	2573650
542	2564380
543	2565980
544	2552550
545	2578770
546	2557175
547	2562025
548	2563290
549	2558595
55	2552365
550	2552010
551	2549535
552	2563450
553	2558305
554	2556195
555	2568025
556	2550565
557	2580320
558	2561865
559	2555845
56	2543655
560	2542405
561	2570585
562	2561355
563	2560395
564	2555345
565	2544980
566	2564675
567	2569085
568	2570635
569	2557250
57	2572645
570	2549660
571	2557310
572	2564795
573	2576175
574	2523610
575	2550075
576	2559405
577	2562720
578	2544440
579	2575615
58	2571480
580	2561700
581	2568305
582	2549345
583	2565465
584	2577315
585	2538010
586	2567290
587	2554975
588	2552250
589	2562920
59	2556230
590	2562020
591	2537220
592	2559365
593	2551905
594	2564035
595	2599410
596	2559595
597	2542715
598	2568655
599	2558005
6	2559895
60	2552440
600	2547470
601	2558230
602	2556690
603	2553155
604	2551980
605	2565725
606	2559750
607	2545340
608	2587005
609	2592895
61	2592245
610	2556980
611	2579455
612	2557110
613	2540190
614	2562855
615	2555440
616	2580070
617	2588855
618	2582980
619	2557945
62	2566250
620	2577765
621	2550380
622	2577820
623	2577275
624	2563720
625	2544500
626	2556255
627	2562585
628	2559705
629	2563770
63	2550470
630	2548805
631	2551860
632	2560320
633	2578935
634	2576520
635	2569255
636	2531150
637	2530000
638	2554825
639	2556705
64	2535900
640	2558030
641	2570555
642	2560060
643	2550425
644	2564595
645	2543475
646	2568295
647	2578765
648	2566765
649	2549360
65	2549685
650	2553085
651	2550545
652	2556685
653	2558200
654	2528485
655	2561505
656	2551880
657	2550395
658	2564840
659	2574265
66	2559360
660	2563835
661	2568805
662	2559655
663	2563195
664	2567120
665	2590610
666	2563890
667	2569460
668	2576275
669	2570640
67	2582495
670	2556740
671	2566305
672	2567405
673	2550345
674	2552335
675	2578115
676	2549305
677	2552265
678	2582315
679	2553550
68	2547335
680	2582605
681	2562455
682	2557090
683	2571355
684	2573620
685	2561685
686	2542005
687	2558885
688	2551465
689	2563900
69	2567430
690	2581345
691	2567770
692	2570820
693	2570870
694	2564315
695	2563350
696	2564425
697	2568235
698	2527685
699	2596410
7	2563020
70	2581450
700	2542495
701	2555295
702	2565075
703	2557455
704	2572355
705	2568590
706	2528750
707	2538360
708	2576020
709	2548460
71	2568970
710	2569220
711	2550530
712	2552895
713	2563485
714	2542505
715	2550805
716	2561780
717	2560265
718	2547990
719	2560080
72	2557440
720	2568915
721	2581515
722	2557010
723	2563210
724	2556180
725	2544940
726	2574455
727	2566245
728	2568585
729	2562250
73	2549740
730	2545620
731	2560120
732	2536920
733	2565865
734	2558170
735	2571300
736	2566875
737	2561875
738	2566540
739	2596930
74	2579605
740	2538280
741	2558205
742	2589025
743	2540240
744	2550580
745	2566600
746	2567995
747	2576450
748	2545765
749	2562300
75	2580415
750	2555670
751	2555295
752	2581110
753	2563910
754	2573030
755	2545680
756	2574850
757	2552505
758	2552665
759	2557660
76	2580575
760	2556620
761	2540850
762	2560865
763	2560385
764	2559440
765	2577135
766	2556925
767	2554685
768	2538935
769	2559590
77	2576440
770	2551045
771	2542780
772	2559030
773	2550950
774	2582400
775	2572895
776	2562300
777	2568190
778	2575755
779	2562985
78	2559380
780	2571815
781	2560160
782	2543960
783	2568285
784	2557270
785	2569395
786	2551955
787	2543375
788	2563365
789	2561730
79	2578970
790	2593370
791	2564360
792	2551050
793	2544185
794	2567790
795	2565450
796	2569035
797	2541435
798	2585125
799	2582300
8	2580355
80	2568320
800	2579095
801	2555405
802	2565990
803	2549640
804	2562865
805	2554255
806	2571475
807	2574135
808	2550065
809	2549625
81	2562285
810	2562005
811	2574355
812	2571245
813	2559150
814	2558160
815	2568575
816	2568875
817	2555885
818	2590925
819	2558985
82	2569025
820	2564365
821	2564450
822	2541125
823	2544535
824	2559515
825	2566625
826	2570515
827	2574420
828	2573275
829	2571955
83	2565995
830	2579140
831	2544990
832	2576415
833	2586135
834	2558440
835	2566760
836	2558670
837	2568750
838	2554080
839	2554200
84	2550895
840	2547425
841	2563095
842	2568385
843	2551230
844	2558005
845	2555340
846	2560360
847	2563240
848	2546040
849	2587260
85	2556475
850	2556535
851	2561860
852	2567980
853	2577745
854	2568890
855	2572350
856	2549700
857	2558440
858	2553705
859	2586095
86	2545545
860	2571345
861	2550330
862	2584065
863	2582920
864	2578470
865	2547515
866	2557455
867	2567985
868	2561110
869	2555555
87	2554960
870	2577060
871	2567645
872	2567195
873	2564085
874	2557775
875	2586320
876	2566205
877	2558610
878	2594200
879	2558290
88	2567405
880	2556465
881	2561790
882	2556090
883	2547980
884	2550270
885	2566160
886	2534685
887	2564730
888	2567195
889	2567040
89	2550835
890	2550995
891	2592625
892	2575535
893	2563680
894	2568410
895	2588615
896	2580620
897	2563265
898	2537195
899	2561530
9	2565660
90	2567970
900	2566140
901	2557225
902	2574195
903	2572695
904	2585980
905	2572000
906	2561435
907	2571130
908	2569405
909	2567135
91	2545565
910	2553110
911	2549270
912	2553610
913	2551540
914	2548365
915	2546415
916	2540095
917	2555975
918	2583050
919	2569745
92	2546400
920	2553545
921	2557995
922	2559640
923	2555135
924	2577480
925	2562755
926	2552945
927	2550615
928	2558225
929	2540400
93	2558905
930	2576570
931	2585215
932	2573535
933	2557145
934	2537190
935	2561110
936	2581070
937	2574075
938	2585540
939	2577525
94	2588265
940	2554870
941	2553635
942	2579880
943	2564195
944	2574390
945	2561510
946	2535805
947	2567780
948	2570230
949	2569300
95	2555425
950	2554755
951	2582050
952	2566320
953	2533645
954	2574310
955	2560535
956	2554825
957	2562195
958	2562155
959	2554705
96	2557485
960	2597730
961	2589350
962	2565430
963	2552785
964	2540380
965	2539960
966	2571200
967	2539715
968	2547100
969	2570390
97	2552420
970	2573490
971	2566580
972	2565830
973	2553655
974	2565915
975	2558960
976	2557520
977	2544880
978	2549145
979	2539380
98	2544055
980	2560635
981	2539200
982	2581415
983	2573025
984	2567880
985	2565740
986	2536470
987	2560615
988	2554715
989	2572070
99	2576205
990	2552250
991	2568915
992	2559725
993	2550790
994	2573835
995	2548650
996	2568395
997	2556425
998	2561050
999	2542355
